"Declaration Date","Incident Begin Date","Incident End Date","Declaration Type","State Name","Incident Type","Closeout Date","Region","State","County","City","Zip Code","Total Damage","Total Approved IHP Amount of Owner","Repair/Replace Amount of Owner","Rental Amount of Owner","Other Needs Amount of Owner","Total Approved IHP Amount of Renter","Repair/Replace Amount of Renter","Rental Amount of Renter","Other Needs Amount of Renter","lat","lon","Total_Support_Provided","Total_IHP_Approved_Amount","Support_Efficiency"
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Bastrop","BASTROP",78602,180494.58,161825.26,78885.74,41200,41739.52,20147.65,0,6716,13307.66,30.1104947,-97.3152701,181848.92,181972.91,123
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77067,316093.01,339692.31,141594.81,62796,135301.5,807637.33,0,81110,725503.45,29.9486953,-95.4410924,1146305.76,1147329.64,1023
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77034,23787347.78,14299843.72,9161422.53,3000386.67,2080113.82,4919423.36,0,1501782.07,3413229.19,29.6124152,-95.1901384,19156934.28,19219267.08,62332
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77038,3989999.13,3001121.15,1960341.27,448753,591241.68,873448.36,0,217609,650751.54,29.9196533,-95.4463322,3868696.49,3874569.51,5873
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","THE WOODLANDS",77375,1038607.88,458223.03,289344.3,139254,28788.73,4194,0,3694,500,30.1098349,-95.5827334,461581.03,462417.03,836
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77044,38136130.21,33179346.23,23079790.71,4268351.33,5786040.6,6162481.78,0,1998977.89,4131682.38,29.8963788,-95.1640605,39264842.91,39341828.01,76985
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Galveston","SANTA FE",77517,3785632.56,2622612.81,1929426.83,430262.02,261857.01,209446.35,0,92948,116060.35,29.3774488,-95.1327829,2830554.21,2832059.16,1504
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77033,3796708.71,3399704.85,1839545.63,599023,960723.03,1863862.06,0,402145.03,1456620.07,29.6759641,-95.3363951,5258056.76,5263566.91,5510
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Orange","DEWEYVILLE",77614,54892.5,52554.21,31193.14,7780,10731.37,1652.54,0,1398,254.54,30.3070644,-93.7587457,51357.05,54206.75,2849
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","San Jacinto","CLEVELAND",77328,1093392.5,851413.31,688310.18,55934,106907.01,12361.41,0,3668,8693.41,30.34132,-95.0854885,863512.6,863774.72,262
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","San Jacinto","COLDSPRING",77331,4075535.94,2790087.64,1942299.26,272956,572576.88,135866.98,0,30692,105174.98,30.592606,-95.1293175,2923699.12,2925954.62,2255
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Orange","MAURICEVILLE",77632,404946.03,337342.58,240009.69,32298,64555.23,17617.71,0,3572,13870.21,30.2035419,-93.8662819,354305.13,354960.29,655
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","San Jacinto","SHEPHERD",77371,3968847.15,3466602.15,2690306.34,305387.01,469349.56,224468.04,0,65692,157821.13,30.4977012,-94.9966213,3688556.04,3691070.19,2514
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Orange","VIDOR",77662,77646948.98,53956936.73,40319894.33,6324519.28,7257720.76,3955638.4,31402,1241437,2663256.32,30.1316001,-94.0154541,57838229.69,57912575.13,74345
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Jefferson","BEAUMONT",77707,2683036.72,2086586.54,1336226.02,235971.93,513720.15,728942.02,0,142049,584964.93,30.0580153,-94.1820961,2812932.03,2815528.56,2596
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Jefferson","BEAUMONT",77708,10559647.26,8597374.45,6390691.44,882936,1295217.41,1560800.17,0,321760,1236988.58,30.1515542,-94.1411406,10127593.43,10158174.62,30581
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77023,633075.23,413585.01,260355.41,58354,94875.6,414862.62,3334.72,86610,324292.95,29.7114589,-95.3154784,827822.68,828447.63,624
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Jefferson","BEVIL OAKS",77713,1060091.03,348936.05,265299,37322,45406.85,46963.84,0,10146,36817.84,30.1502123,-94.2696305,394991.69,395899.89,908
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77027,311239.98,212249.61,114630.18,34782,54914.94,188469.17,0,88832,96337.64,29.740582,-95.4515725,389496.76,400718.78,11222
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Liberty","DAYTON",77535,11602459.18,9750148.17,7053254.19,1519432.97,1171143.44,920190.47,0,330006,586425.75,30.0466051,-94.8852026,10660262.35,10670338.64,10076
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Liberty","DAYTON LAKES",77535,73175.84,59740.07,33883.65,12998,12208.42,1594,0,1594,0,30.1446577,-94.8221464,60684.07,61334.07,650
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Liberty","DEVERS",77538,331559.7,335689.24,252659.86,37152,45877.38,8912.29,0,5792,2554.19,30.0274371,-94.5915841,344035.43,344601.53,566
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Polk","MOSCOW",75960,100757.74,64151.93,57552.38,1128,4968.55,3263.57,0,1954,1309.57,30.9132479,-94.8252089,66912.5,67415.5,503
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Polk","ONALASKA",77360,116865.17,112482.75,84846.53,13966,13670.22,19817.42,0,6082,11937.12,30.814491,-95.1033038,130501.87,132300.17,1798
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77045,1155486.4,999285.65,524774.36,149258,320856.67,730096.55,0,152282,577814.55,29.643475,-95.4253757,1724985.58,1729382.2,4396
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77047,3283728.24,2902795.61,1783619.36,476161,630266.89,765224.88,8095.62,174896.4,581161.7,29.5981013,-95.4044268,3654200.97,3668020.49,13819
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77048,917580.83,792418.76,421579.7,97312,268117.06,896220.64,0,182699,713331.35,29.6245936,-95.3207069,1683039.11,1688639.4,5600
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77049,13952578.87,11361689.86,7561083.42,1756980.74,2019151.53,3628950.86,0,1241109.07,2344709.86,29.8390871,-95.1536327,14923034.62,14990640.72,67606
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Orange","ORANGE",77630,34699835.43,21610010.08,14938235.18,2993677.67,3593247.15,4629284.58,12405.94,1165631,3423264.07,30.0798014,-93.8451731,26126461.01,26239294.66,112833
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Orange","ORANGE",77632,52273606.04,34671256.27,26560692.9,3680935.69,4298845.69,3492036.79,29676.29,1105812,2326284.04,30.2193439,-93.8044831,38002246.61,38163293.06,161046
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Orange","ROSE CITY",77662,683736.05,361635.21,274724.96,37068,49842.25,51877.49,0,14430,36287.81,30.1032495,-94.0520894,412353.02,413512.7,1159
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Matagorda","MARKHAM",77456,48377.99,58355.92,15786.04,8205,33026.48,18334.69,0,0,18334.69,28.9602581,-96.0652382,75352.21,76690.61,1338
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Matagorda","PALACIOS",77465,405881.75,469440.49,206021.79,62979,199446.11,124645.42,0,17006,107251.25,28.7080461,-96.217467,592704.15,594085.91,1381
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Matagorda","PLEDGER",77468,220206.26,171162.81,136541.4,18264,16063.61,12683.84,0,5502,7181.84,29.1649463,-95.9063048,183552.85,183846.65,293
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Matagorda","SARGENT",77414,253246.65,112675.91,76012.2,15206,20815.71,11948.16,0,2964,8984.16,28.8352564,-95.6646761,123982.07,124624.07,642
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Matagorda","SWEENY",77480,360820.8,279750.65,185051.46,42247,52122.62,13937.18,0,4331,9606.18,29.0388615,-95.6985608,293358.26,293687.83,329
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Matagorda","VAN VLECK",77482,1206138.85,831424.46,514121.23,114214,201355.83,77958.6,0,19640,58318.6,29.0177541,-95.8893995,907649.66,909383.06,1733
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Matagorda","WADSWORTH",77483,31398.53,35620.49,22029.49,2698,10500,4520.14,0,927,3255.67,28.691133,-95.9682714,39410.16,40140.63,730
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Galveston","HITCHCOCK",77563,5643389.83,3881383.2,2395037.76,779169.2,703863.69,1471586.23,0,470205,998606.67,29.2999279,-95.0390536,5346882.32,5352969.43,6087
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Galveston","LA MARQUE",77568,5238447.02,4481146.1,3080361.57,727770,656606.12,1374044.28,0,431794,940300.13,29.3605746,-94.9662608,5836831.82,5855190.38,18358
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Galveston","LEAGUE CITY",77573,24944119.32,13634007.55,9379639.53,2977469.12,1245121.59,1541883.53,0,594950,940697.89,29.4947986,-95.0911062,15137878.13,15175891.08,38012
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Galveston","PORT BOLIVAR",77650,74876.68,62892.04,45979.16,6820,10092.88,13567.59,0,7030,6352.46,29.3807901,-94.7643623,76274.5,76459.63,185
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Galveston","SAN LEON",77539,431896.42,426614.78,189298.66,129462,107492.68,123925.47,0,44930,78094.57,29.4832863,-94.9221465,549277.91,550540.25,1262
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Galveston","SANTA FE",77510,10740077.13,7264552.2,5302046.86,1134764.87,823705.27,634229.93,0,252179,381688.69,29.3558804,-95.0911062,7894384.69,7898782.13,4397
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Brazoria","ALVIN",77511,17725141.37,11977555.6,8075091.56,2214405.31,1644829.59,1908077.03,0,620901.5,1280030.47,29.3845708,-95.2475518,13835258.43,13885632.63,50374
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77050,2863703.99,1539937.98,964787.07,312161.74,259525.62,273799.48,0,73992,199807.48,29.8982373,-95.2632201,1810273.91,1813737.46,3463
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Jefferson","BEAUMONT",77701,2912040.17,2967024.65,1983414.7,340420.17,634955.32,1396463.04,0,332083,1060585.53,30.0780459,-94.0951038,4351458.72,4363487.69,12028
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Jefferson","BEAUMONT",77702,61671.03,55195.81,24712.88,4596,25886.93,149765.27,0,24801,123448.17,30.0856592,-94.1283485,203444.98,204961.08,1516
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Jefferson","BEAUMONT",77703,3997979.81,3176659.5,1911621.12,397372,863185.83,1537078.05,15341.69,296373,1221040.76,30.1123243,-94.1053307,4704934.4,4713737.55,8803
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Jefferson","BEAUMONT",77705,18685443.08,11636639.58,8120062.03,1625420,1839201.72,2236359.49,0,511218,1718888.83,30.080174,-94.1265562,13814790.58,13872999.07,58208
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Jefferson","BEAUMONT",77706,983592.94,797191.73,432767.3,74106,289775.26,886973.32,0,151185,730933.76,30.0988666,-94.166734,1678767.32,1684165.05,5397
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Montgomery","SPRING",77380,4196913.45,1278374.35,741285.67,332694,191397.2,933775.79,0,459412.71,464520.2,30.1261952,-95.4672962,2189309.78,2212150.14,22840
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Montgomery","SPRING",77386,6347963.17,3571931.14,2585172.02,623302,343887.9,1557408.32,0,716932.28,833438.48,30.0970773,-95.3813677,5102732.68,5129339.46,26606
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Jefferson","CHINA",77613,402102.22,306051.53,211914.24,42666,47628.9,23929.48,0,7738,16191.48,30.0020684,-94.3950646,326138.62,329981.01,3842
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Jefferson","GROVES",77619,14879458.33,8126347.06,5672569.34,1246254,1172436.53,1610561.94,0,476326,1123086.56,29.9482695,-93.9171155,9690672.43,9736909,46236
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Jefferson","HAMSHIRE",77622,4588762.68,2637627.72,2066079.75,281270,284389.24,117422.79,0,40783,76639.79,29.8598847,-94.3092707,2749161.78,2755050.51,5888
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Bastrop","CEDAR CREEK",78612,55351.46,29749.2,17245.79,6262,6241.41,12144.01,0,7330,3594.42,30.0873153,-97.501432,40673.62,41893.21,1219
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Galveston","KEMAH",77565,536505.17,323303.74,193571.27,80394,47793.38,84277.01,0,36033,48244.01,29.5427297,-95.0204837,406035.66,407580.75,1545
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Jefferson","PORT ARTHUR",77642,61654237.84,44108244.47,29751644.65,5320718.02,8812055.21,15002866.22,23989.37,4179987.44,10690753.59,29.9051634,-93.8960811,58779148.28,59111110.69,331962
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Jefferson","PORT ARTHUR",77642,61654237.84,44108244.47,29751644.65,5320718.02,8812055.21,7027.61,0,1398,5629.61,29.9051634,-93.8960811,43891445.49,44115272.08,223826
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Jefferson","WINNIE",77665,1008504.89,561583.89,394738.69,95586,71183.21,18017.48,0,5312,12705.48,29.8202205,-94.3840777,579525.38,579601.37,75
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Brazoria","ANGLETON",77515,13235680.97,6621013.6,3603861.64,1798166.08,1166825.47,699444.24,0,205348,490156.81,29.16941,-95.4318847,7264358,7320457.84,56099
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77054,44015.9,50459.56,14474.78,3484,32500.78,539621.52,0,61132,478407.62,29.6849782,-95.3991907,589999.18,590081.08,81
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Aransas","ARANSAS PASS",78336,5447839.2,4013323.09,2770675.61,620319,610238.7,444219.87,0,200866,238965.78,27.9474417,-97.2005806,4441065.09,4457542.96,16477
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Aransas","FULTON",78358,1285324.79,686086.62,385163.92,171844.76,118626.26,232597.19,0,132962,90440.01,28.06508,-97.0377463,899036.95,918683.81,19646
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Aransas","FULTON",78382,509262.04,436016.42,265840.65,107272,58347.54,41835.4,0,27185,14650.4,28.0627317,-97.041269,473295.59,477851.82,4556
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Aransas","ROCKPORT",78382,34388730.57,18914404.1,12418186.53,3223771.83,3177584.76,5520045.21,30537,2668216.38,2775977.71,28.0205733,-97.0544341,24294274.21,24434449.31,140175
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77021,2436698.24,2068928.99,1203064.83,418489,444814.94,1956069.59,0,432477.53,1518495.26,29.6982259,-95.3573194,4017341.56,4024998.58,7657
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77021,2436698.24,2068928.99,1203064.83,418489,444814.94,0,0,0,0,29.6982259,-95.3573194,2066368.77,2068928.99,2560
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77022,3470314.28,2002131.62,1068114.16,473298,449906.43,1320926.82,784.96,413087,898976.55,29.8359225,-95.3782513,3304167.1,3323058.44,18891
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77024,22626555.08,13174265.52,9472506.51,2429422.66,1183354.42,769615.13,0,359430,401606.49,29.7726138,-95.514493,13846320.08,13943880.65,97560
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77025,16727954.12,4728261.33,2163471.35,2151608.56,356735.75,2191536.88,0,1111742,1066605.49,29.6836967,-95.4306141,6850163.15,6919798.21,69635
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77026,6835341.59,4195135.14,2247030.38,944441,993442.79,6761768.61,0,2156542.23,4558393.79,29.8034134,-95.3259358,10899850.19,10956903.75,57053
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Nueces","CORPUS CHRISTI",78410,211680.9,259791.76,86581.51,43361,129671.05,210536.82,0,23155,187381.82,27.8222933,-97.5788975,470150.38,470328.58,178
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Nueces","CORPUS CHRISTI",78411,241726.73,381042.98,87531.61,89931,202234.36,357439.45,0,44279,312942.45,27.7218102,-97.3894772,736918.42,738482.43,1564
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Nueces","CORPUS CHRISTI",78412,428540.1,460890.89,159803.35,106324,194763.54,508917.1,0,85327,421812.49,27.700785,-97.3462545,968030.38,969807.99,1777
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Nueces","CORPUS CHRISTI",78413,166482.59,213522.69,44736.9,11076,157451.6,328042.04,0,20920,306608.53,27.6856656,-97.4110988,540793.03,541564.73,771
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Nueces","CORPUS CHRISTI",78415,796002.08,912221.5,331699.49,179745,399043.69,782330.25,0,128339,652793.85,27.6515548,-97.5030669,1691621.03,1694551.75,2930
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Nueces","CORPUS CHRISTI",78416,544842.53,580938.29,236246.92,124880,219652.63,280767.23,0,50290,230477.23,27.7538925,-97.4435441,861546.78,861705.52,158
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Nueces","CORPUS CHRISTI",78417,97778.59,99429.24,27392.3,14262,56800.66,40056.77,0,3574,36482.77,27.729407,-97.4651828,138511.73,139486.01,974
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Nueces","CORPUS CHRISTI",78418,898316.31,603404.8,257657.07,133044,211752.88,409686.78,0,121192,287889.49,27.6164159,-97.286868,1011535.44,1013091.58,1556
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77039,17945137.84,11468482.24,7628240.89,2127382,1670054.38,2058275.82,0,711189,1337514.04,29.9068387,-95.3363951,13474380.31,13526758.06,52377
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77040,1173179.98,646407.78,215689.39,252305,178413.39,513887.84,0,84959,417277.38,29.8760239,-95.5249863,1148644.16,1160295.62,11651
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77041,17549460.94,13837667.06,10566961.93,2055951.56,1130706.46,710880.2,0,264523,439473.35,29.8673877,-95.593239,14457616.3,14548547.26,90930
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77042,15866213.48,7376182.75,5369028.25,1460519.41,507856.2,3028992.72,0,1033628,1973803.5,29.7246822,-95.5564777,10344835.36,10405175.47,60340
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Nueces","ROBSTOWN",78380,1331378.75,1122757.73,549200.24,272461,299768.09,319276.99,0,29224,288446.59,27.7903032,-97.6688843,1439099.92,1442034.72,2934
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Montgomery","PINEHURST",77362,2368993.88,760563.42,392660.54,194251.83,172791.05,123743.98,0,37770,85973.98,30.1573573,-95.6826122,883447.4,884307.4,860
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Montgomery","PORTER",77365,4365710.8,2461493.38,1701256.2,396941,356296.06,249786.39,0,80054,169732.39,30.1044506,-95.2364276,2704279.65,2711279.77,7000
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Montgomery","SPLENDORA",77372,5060173.99,3292911.09,2173017.56,484046.01,629390.74,345073.05,0,122740,222333.05,30.2329914,-95.1610438,3631527.36,3637984.14,6456
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77061,1858535.92,1174790.78,803799.58,208473,162518.2,595905.47,0,115535,478598.15,29.6549449,-95.2841177,1768923.93,1770696.25,1772
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77062,1121481.31,637905.46,361947.99,146536.66,109061.67,169558.49,0,22835,146723.49,29.568591,-95.1275716,787104.81,807463.95,20359
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77063,5426831.95,2955129.35,2074753.03,542910,317089,796852.95,0,177943,617565.02,29.7375438,-95.5249863,3730260.05,3751982.3,21722
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77064,359733.12,318150.87,140839.75,36600,140711.12,340814.97,0,25906,314596.97,29.9161683,-95.5302337,658653.84,658965.84,312
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77065,3108672.61,1967561.51,1452776.79,293699,189302.84,553817.72,0,98878,453416.98,29.9305879,-95.5984925,2488073.61,2521379.23,33305
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77066,708324.57,535614.64,314555.92,63118,157940.72,362060.72,0,47536,314290.72,29.9631614,-95.509247,897441.36,897675.36,234
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Wharton","WHARTON",77488,15396583.99,9843510.78,6646649.81,1330355.49,1823451.07,2172173.3,0,630710,1524472.36,29.3116366,-96.1027371,11955638.73,12015684.08,60045
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","TOMBALL",77375,5420204.01,3628398.34,2469713.26,778382.2,361782.64,446479.18,0,185372,259259.84,30.0971621,-95.6160549,4054509.94,4074877.52,20367
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","TOMBALL",77377,1034062.31,620327.35,417984.11,97192,104406.24,93053.11,0,25316,67737.11,30.0971621,-95.6160549,712635.46,713380.46,745
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","WALLER",77484,106870.15,105206.89,73671.42,23096,7179.47,28482.25,0,9452,19030.25,30.0566085,-95.9268986,132429.14,133689.14,1260
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Montgomery","CONROE",77302,12813556.6,3434086.66,2099986.94,849501,467892.29,441214.36,18129.71,163398,258818.43,30.2123622,-95.3311652,3857726.37,3875301.02,17574
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Montgomery","CONROE",77303,376669.89,289313.13,184338.08,51712,53263.05,78994.95,0,28886,49786.95,30.3827302,-95.3834854,367986.08,368308.08,322
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Refugio","AUSTWELL",77950,183784.2,134645.49,103742.98,14438,15158.78,17767.04,0,8016,9431.08,28.3902814,-96.842208,150786.84,152412.53,1625
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Refugio","BAYSIDE",78340,1790332.26,768024.6,585543.15,72462,109434.61,87068.98,0,35161,51907.98,28.0939035,-97.2147137,854508.74,855093.58,584
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Refugio","REFUGIO",78377,1678417.33,1467469.47,944153.34,272021.66,248459.82,540745.33,0,235550,302394.82,28.3052838,-97.2752704,2002579.64,2008214.8,5635
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Refugio","TIVOLI",77990,863339.57,614438.04,448567.15,85622,78794.43,75498.61,0,35081,40006.67,28.4552796,-96.8880422,688071.25,689936.65,1865
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Refugio","WOODSBORO",78393,2127323.4,1580292.62,1079475.32,258476.19,241864.63,189565.42,0,91024,98089.56,28.2383414,-97.319993,1768929.7,1769858.04,928
"8/25/17","8/23/17","9/15/17","Major Disaster","Texas","Hurricane",NA,6,"TX","Harris","HOUSTON",77089,39930809.23,20244060.09,12126646.5,4714404.5,3332288.82,6427755.35,0,2306257.5,4090819.68,29.5824916,-95.2162283,26570417,26671815.44,101398
